,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,XIII
1,0.3134678817017946,0.3678369891152929,0.3872552010249527,0.419442283075224,0.3984754430542601,0.3400667083593913,0.4031443122571814,0.41985526810808416,0.44193269181813555,0.4617819551792442,0.41633935585231735,0.4305924571270833,0.42102366538249864
2,0.011181304858276961,0.016386088352655065,0.01647245439570496,0.018398132576993548,0.014505805538580297,0.016406087137794456,0.01213841415544417,0.013455197291256335,0.014765032330329412,0.011477065289159902,0.014139827179890024,0.011076222352575826,0.01375894331315355
3,0.033488008050539496,0.0330082874884896,0.04368250869379538,0.040234933862101856,0.036344922968061494,0.04853033145716073,0.030497010689051272,0.02998650054219134,0.027188025049641056,0.03377092476793413,0.01021209740769835,0.03322866705772748,0.023115024766097964
4,0.006065857885615251,0.01055415200812221,0.008297236288206942,0.0076554303355839464,0.00903798526904892,0.008963935793204087,0.013929987720675564,0.019452497399694603,0.036912580825823535,0.03400396162659727,0.04477611940298507,0.038335461164211035,0.04127682993946065
5,0.004025269748979706,0.005643047717989281,0.007839668110548472,0.011345096759619488,0.00408478337782638,0.006795914112987284,0.005173420295106387,0.005953039591032819,0.003411231607351968,0.003534392356391036,0.006284367635506678,0.04730685621614161,0.004402861860209136
6,0.02560518812545424,0.0263971855594645,0.025013727045329753,0.018297733490625235,0.03171335756328198,0.03814884302689181,0.019063147935664392,0.014871533848230686,0.006593350644060893,0.0073989202625548605,0.02199528672427337,0.01518236085711328,0.026417171161254815
7,0.04212556605355845,0.03175690033763842,0.03151119516808004,0.033432895760648576,0.024251391077803865,0.021867834062956015,0.01634559252772913,0.020337707747803573,0.02051830354869915,0.013613236493572066,0.010997643362136685,0.010731168696732341,0.01375894331315355
8,0.03337619500195673,0.014662479635444951,0.01363553169422244,0.017268642855350017,0.02199993567270271,0.020429435063581407,0.019948869698250698,0.022085998185318787,0.03665801130288682,0.018507010525498115,0.007069913589945012,0.012214899416859321,0.009906439185470555
9,0.030161569855202103,0.03289023209689987,0.03254834970410591,0.03167591174920308,0.03946479688655881,0.04160933917031478,0.04597701149425287,0.030849580631597585,0.020849243928516878,0.01736124597040432,0.02199528672427337,0.014975328663607191,0.013208585580627407
10,0.009476155867389724,0.012938870918234835,0.017052040754072358,0.021811701513516225,0.012608150268566466,0.012299353762768398,0.024820339392475393,0.014362537898068028,0.017107071941347182,0.012370373247368626,0.01335428122545169,0.009143921879852317,0.009906439185470555
11,0.007156035109297255,0.027270795457228533,0.015892868037337565,0.019678220928189553,0.03615194107619568,0.029726912653741923,0.028826217364172554,0.0354305441830615,0.021205641260628277,0.019808132986367345,0.007069913589945012,0.01708015596425244,0.015410016510731976
12,0.01976295633700453,0.015134701201803887,0.01821121347080715,0.019000527095203435,0.013508732430606928,0.017344173441734417,0.01908327797572317,0.015955916524664174,0.02092561478539789,0.018817726337048975,0.021209740769835034,0.018046306200614197,0.018712162905888827
13,0.08483815061217644,0.024083299884305718,0.016167408943932645,0.01573755678823323,0.018590588916406678,0.02218052949760267,0.022304084385127928,0.013101113152012747,0.00946998625324576,0.014875519477997437,0.01178318931657502,0.014975328663607191,0.012107870115575124
14,0.009839548275283726,0.008665265742686468,0.009608931730827894,0.01164629401872443,0.009874240133800779,0.012737127371273712,0.014876099603438211,0.019098413260451013,0.011710198055088845,0.0170116906824096,0.037706205813040065,0.027638797833063042,0.03632361034672537
15,0.05042768491082909,0.060231860789082235,0.056738454029650415,0.05240832308425993,0.050432601074265865,0.05430477381696894,0.04241399440384886,0.057051806935623076,0.045924341937783206,0.04967569037169379,0.09033778476040849,0.05952175563300093,0.08585580627407816
16,0.009224576508078492,0.015111090123485939,0.007656640839485083,0.006525940613940413,0.011257277025505774,0.008046695851573901,0.008736437385510398,0.010534003142496735,0.009139045873428033,0.006525032042568066,0.004713275726630008,0.009592491632448847,0.020363236103467255
17,0.0034662045060658577,0.008688876821004415,0.014794704410957232,0.014231570492708517,0.022353735807790036,0.03456326870961017,0.02210278398454013,0.015955916524664174,0.014765032330329412,0.010913892880723967,0.004713275726630008,0.00907491114868362,0.006604292790313704
18,0.005311119807681557,0.005265270464902132,0.004392654505521323,0.0046685575161266035,0.0032806921617188254,0.0053783614759224515,0.007689675302453852,0.006904640715249961,0.005702357313782394,0.0037868489532761097,0.002356637863315004,0.004934267278561816,0.001100715465052284
19,0.01990272264773299,0.024649965763936438,0.034165090598499176,0.02951733139228433,0.031134411887684538,0.029143214509068167,0.037743825110211966,0.023767897846725828,0.03581793187719566,0.03615955256923137,0.029065200314218383,0.02322211103826645,0.020363236103467255
20,0.00978364175099234,0.02193469175737256,0.02733207247879934,0.02700735423307648,0.022064262969991314,0.02678757556806337,0.026128791996296072,0.02491867129926749,0.018838144697316837,0.01765254204373325,0.022780832678711706,0.01521686622269763,0.024215740231150248
21,0.02409571196958685,0.016527754822562746,0.01686901348300897,0.014432368665445144,0.018494097970473772,0.022910152178444863,0.017331964490609336,0.023192511120455,0.013924952904638258,0.011865460053598478,0.014139827179890024,0.010834684793485387,0.012107870115575124
22,0.005898138312741097,0.01027081906830685,0.007321090842535538,0.00860922165608293,0.00903798526904892,0.014717531790702523,0.015339090524790145,0.018567287051585633,0.017921694414744668,0.018021517069949897,0.028279654359780047,0.02177288568372382,0.01926252063841497
23,0.0064292502935092526,0.008098599863055746,0.007138063571472149,0.007580131020807711,0.010581840403975426,0.006233062330623307,0.008374096664452362,0.0115962555602275,0.008222595590855863,0.009981745446071387,0.003927729772191673,0.010386115040888858,0.028618602091359385
24,0.015765639850170515,0.012820815526645102,0.013696540784576902,0.008860219372003715,0.009391785404136245,0.012049197415051074,0.008052016023511887,0.010113528227144975,0.006135125502774808,0.008816561152755661,0.004713275726630008,0.006176460439598358,0.00550357732526142
25,0.029826130709453794,0.04252355205062215,0.0521627722530657,0.03646996812329008,0.03657006850857161,0.04269335001042318,0.04410491776878636,0.050102905702967666,0.033705004836820936,0.04427700314599759,0.04870384917517675,0.05672682102066871,0.05448541552008806
26,0.13411975177503216,0.0795457228531627,0.050210481361722896,0.03606837177781682,0.03891801485960567,0.03744006670835939,0.025142420033415866,0.022661384911589616,0.016776131561529455,0.015691148483318446,0.014139827179890024,0.0136986301369863,0.010456796917996699
27,0.02222284340582546,0.02061247137156754,0.022573363431151242,0.024422077759092393,0.03071628445530861,0.030748384406920994,0.031000261690520763,0.019629539469316396,0.054554248765337814,0.05202547869654717,0.07227022780832679,0.04019875090576585,0.01981287837094111
28,0.005394979594118634,0.018794418341085636,0.011408699896284546,0.015034763183655028,0.009102312566337525,0.00981863664790494,0.005616281176399541,0.006838249939141789,0.008629906827554604,0.008059191362100438,0.003927729772191673,0.0037265794831096237,0.004402861860209136
29,0.011013585285402807,0.011687483767383657,0.013574522603867977,0.012123189678973922,0.010806985944485542,0.007942464040025016,0.010829961551623487,0.010865957023037599,0.00799348302021282,0.0155940497922088,0.009426551453260016,0.01035160967530451,0.018161805173362685
30,0.016548331190249902,0.016008311099567917,0.016777499847477274,0.016415250621219346,0.015245569457399247,0.02011673962893475,0.013265696398735833,0.012503596167039192,0.01270301919454203,0.00662213073367771,0.0015710919088766694,0.0040371277733687585,0.009356081452944413
