semana,macro,topic
1979-12,0.4444444444444445,19
1979-13,0.47058823529411764,1
1979-16,,1
1979-18,0.4782608695652174,1
1979-19,0.5666666666666668,1
1979-20,0.25,1
1979-21,0.48571428571428577,1
1979-22,0.4210526315789474,13
1979-23,0.4666666666666667,1
1979-24,0.4642857142857143,22
1979-25,0.46875,1
1979-26,0.6000000000000001,1
1979-30,0.5389467045096183,1
1979-37,0.5548387096774194,1
1979-38,0.3859649122807018,1
1979-39,0.45,1
1979-41,0.3958333333333333,1
1979-42,0.42222222222222217,1
1979-43,0.28571428571428575,1
1979-45,0.5571658615136876,19
1979-46,0.4307692307692308,1
1979-47,0.5142857142857142,1
1979-48,0.41780821917808214,22
1979-50,0.425531914893617,23
1979-51,0.4464285714285714,1
1979-52,0.4564971751412429,1
1980-5,0.0,1
1980-7,0.45454545454545453,1
1980-8,0.41818181818181815,1
1980-9,0.42222222222222217,1
1980-10,0.39473684210526316,1
1980-11,0.5235294117647059,23
1980-13,0.4837027379400261,23
1980-15,0.5727636849132176,24
1980-16,0.5355715427657873,1
1980-17,0.5696357514539333,24
1980-19,0.5074775672981057,1
1980-20,0.4319327731092437,1
1980-21,0.3333333333333333,1
1980-22,0.4333333333333333,1
1980-24,0.417910447761194,1
1980-25,0.7024712503058478,1
1980-26,0.4263565891472868,1
1980-37,0.4413793103448276,23
1980-38,0.4375,27
1980-39,0.6516129032258065,23
1980-41,0.5538461538461539,1
1980-42,0.5050505050505051,1
1980-43,0.7526881720430108,1
1980-44,0.4712103407755581,1
1980-46,0.35714285714285715,1
1980-48,0.49980055843637816,1
1980-49,0.45098039215686275,22
1980-50,0.5846153846153846,1
1980-51,0.4358974358974359,23
1981-1,0.25,1
1981-8,0.8125,1
1981-9,0.6875,1
1981-11,0.35714285714285715,1
1981-12,0.5833333333333333,1
1981-13,0.6282051282051282,23
1981-14,0.4097222222222222,23
1981-15,0.5257452574525745,1
1981-17,0.5604395604395604,1
1981-18,0.4441176470588235,1
1981-20,0.4951923076923077,1
1981-21,0.4545454545454546,1
1981-22,0.45945945945945943,1
1981-24,0.4347826086956522,1
1981-25,0.41379310344827586,23
1981-26,0.4242424242424242,1
1981-38,0.47692307692307695,1
1981-39,0.45,19
1981-40,0.575,1
1981-42,0.4838709677419355,1
1981-44,0.43750000000000006,1
1981-45,0.4615384615384615,1
1981-47,0.5000000000000001,1
1981-48,0.4350649350649351,1
1981-50,1.0,1
1981-51,0.42857142857142855,1
1982-6,0.5535714285714286,1
1982-7,0.2916666666666667,1
1982-8,0.49350649350649345,17
1982-10,0.4692874692874692,1
1982-11,0.6041666666666666,1
1982-12,0.4473684210526316,24
1982-13,0.4782608695652174,1
1982-16,0.41304347826086957,1
1982-17,0.42857142857142855,1
1982-18,,1
1982-19,0.45161290322580644,1
1982-21,0.6306429548563612,1
1982-23,0.5238095238095238,1
1982-24,0.5185185185185186,1
1982-25,1.0,1
1982-26,0.4375,1
1982-46,,26
1982-47,,17
1982-48,0.4782608695652174,1
1982-50,0.46428571428571425,1
1982-52,1.0,17
1983-2,0.4444444444444445,6
1983-4,0.6060575619066754,24
1983-6,0.5856922285126094,1
1983-8,0.5512820512820513,1
1983-9,0.4625850340136054,1
1983-10,0.5303326810176124,1
1983-11,0.47321428571428575,1
1983-12,0.5679497250589159,1
1983-15,0.5939445387662705,1
1983-16,0.48569856985698573,1
1983-17,0.5170454545454546,1
1983-19,0.6536458333333334,1
1983-20,0.5555555555555556,1
1983-21,0.4565217391304348,23
1983-23,0.6054888507718696,24
1983-24,0.6533996683250415,24
1983-25,0.45121951219512196,1
1983-26,0.5208333333333333,1
1983-28,0.4943990566832309,1
1983-38,0.4587155963302752,1
1983-39,0.49692883895131085,1
1983-40,0.6768018018018018,1
1983-41,0.8148148148148149,17
1983-43,0.4742268041237114,1
1983-44,0.6103896103896105,1
1983-46,0.5847471984897259,24
1983-47,0.5851470588235295,24
1983-48,0.5345,1
1983-49,,6
1983-50,0.4990431160643926,1
1983-51,0.5380323054331865,1
1983-52,0.5026315789473684,1
1984-5,0.45454545454545453,1
1984-7,0.5468684321143337,1
1984-8,0.5530939648586708,1
1984-9,0.5339470655926352,1
1984-10,0.5981153909737146,1
1984-11,0.4939081537019681,1
1984-12,0.45424836601307184,1
1984-14,0.5830350194552529,1
1984-15,0.4860166288737717,1
1984-18,0.52015732546706,1
1984-19,0.5762195121951219,1
1984-20,0.5234826943818022,1
1984-21,0.578141225337487,24
1984-23,0.4762626262626263,1
1984-24,0.5652027595490493,1
1984-25,0.5552434456928839,1
1984-26,0.4973656480505795,24
1984-30,0.6003726129483,24
1984-38,0.6354488125587012,1
1984-39,0.4877699558525236,1
1984-40,0.6021756021756022,1
1984-41,0.4642857142857143,1
1984-43,0.6289308176100629,1
1984-44,0.4368932038834951,1
1984-45,0.6867256637168142,24
1984-46,0.5262068965517241,1
1984-48,0.7458455522971652,24
1984-49,0.5910784626849782,1
1984-50,0.4799999999999999,24
1984-51,0.4717948717948718,1
1984-52,0.41666666666666663,24
1985-7,0.5245098039215685,1
1985-8,0.5085243974132863,1
1985-9,0.5712230215827337,1
1985-11,0.5468684321143338,1
1985-12,0.5478618715333691,1
1985-13,0.5519713261648745,24
1985-16,0.5811380400421496,1
1985-17,0.4673423423423424,1
1985-19,0.5930851063829787,1
1985-20,0.5361543827016972,1
1985-21,0.45200000000000007,1
1985-22,0.5991902834008097,1
1985-24,0.5684281842818428,1
1985-25,0.6607643758765778,24
1985-26,0.5982783357245337,1
1985-30,0.7045454545454546,1
1985-38,0.5078031212484994,1
1985-39,0.6286445012787724,1
1985-40,0.5437229437229438,1
1985-41,,10
1985-42,0.7261904761904762,1
1985-43,0.4477611940298507,1
1985-44,0.45121951219512196,1
1985-45,0.5228400559867667,1
1985-46,0.5472197705207414,1
1985-48,0.6271929824561403,24
1985-49,0.5090418353576248,1
1985-50,0.5061834915156744,24
1985-51,0.5034301561815793,1
1985-52,0.42857142857142855,24
1986-5,,6
1986-6,0.4736842105263158,1
1986-7,0.49939569736524053,1
1986-9,0.5285124428077224,1
1986-12,0.542016806722689,1
1986-15,0.46551724137931033,1
1986-17,,24
1986-29,,26
1986-30,0.4615384615384615,1
1986-31,,2
1986-39,0.48936170212765956,1
1986-40,0.4645669291338583,1
1986-42,0.477124183006536,1
1986-44,0.5512820512820513,1
1986-45,0.5849837422406149,1
1986-47,0.47058823529411764,24
1986-48,0.5954045954045954,24
1986-49,0.47560975609756095,1
1986-51,0.5805825242718446,1
1986-52,0.8177083333333333,24
1987-7,0.5355661881977671,1
1987-9,0.7090163934426229,1
1987-10,0.5658119658119658,1
1987-12,0.4577777777777778,1
1987-13,0.7065217391304348,1
1987-14,0.6724770642201835,1
1987-17,0.6513206433525158,1
1987-18,0.5672594619243045,1
1987-19,0.501116427432217,1
1987-20,,10
1987-21,0.4619883040935673,1
1987-22,0.4961616161616162,1
1987-25,0.5307017543859649,1
1987-26,0.5133879781420765,1
1987-29,0.46341463414634154,24
1987-30,0.4285714285714286,1
1987-38,0.4566473988439307,1
1987-39,0.45283018867924524,1
1987-40,0.5860389610389611,1
1987-42,0.47368421052631576,1
1987-44,0.5273735273735274,1
1987-47,0.7179196002725414,24
1987-48,0.6070698217937481,24
1987-50,0.46638655462184875,1
1987-51,0.5972771190162495,1
1987-52,0.44954128440366975,24
1988-6,0.5529495380241649,1
1988-7,0.5855263157894737,1
1988-8,0.5168831168831169,1
1988-10,0.5012775842044135,1
1988-11,0.595,1
1988-12,0.5567375886524822,1
1988-15,0.504152418172936,1
1988-16,0.46341463414634143,1
1988-17,0.6020992366412213,1
1988-19,0.5541015001595915,1
1988-20,0.597972972972973,1
1988-22,0.506084466714388,1
1988-23,0.5195565137049584,1
1988-24,0.5192214111922141,1
1988-25,0.6222222222222222,1
1988-26,0.6011904761904763,1
1988-29,0.4909090909090909,1
1988-38,0.4661016949152542,1
1988-39,0.6340579710144928,1
1988-40,,12
1988-42,0.5664245359160613,1
1988-43,0.6776119402985075,1
1988-45,0.6008403361344539,1
1988-46,0.46354166666666663,1
1988-47,0.7164389847859085,24
1988-48,0.5315508021390374,1
1988-49,,1
1988-50,0.5278159340659341,1
1988-51,0.46666666666666673,1
1988-52,0.5523809523809523,24
1989-5,1.0,1
1989-7,0.45045045045045046,1
1989-8,0.5361635220125786,1
1989-9,0.5225916453537937,1
1989-10,0.47398843930635837,1
1989-11,0.49368541905855334,1
1989-14,0.4685714285714286,1
1989-15,0.47317073170731705,1
1989-16,0.5288461538461539,1
1989-17,0.588855421686747,1
1989-19,0.5060844667143879,1
1989-21,0.6141215106732347,1
1989-22,0.4959495949594959,1
1989-25,0.4631578947368421,1
1989-26,0.45161290322580644,1
1989-28,0.46078431372549017,24
1989-38,0.375,1
1989-47,1.0,26
1989-49,0.4814814814814815,1
1989-50,0.4090909090909091,5
1989-51,0.5608844596698848,1
1990-2,1.0,1
1990-3,,1
1990-5,0.4736842105263158,1
1990-6,0.6216707021791769,1
1990-7,0.47513812154696133,1
1990-8,0.5719298245614035,1
1990-10,0.513461072034926,1
1990-11,0.4676616915422886,1
1990-13,0.8226950354609929,27
1990-14,0.48717948717948717,1
1990-17,0.5116707616707616,1
1990-20,0.7581913499344692,24
1990-21,0.6371625863151287,24
1990-22,0.4617737003058104,1
1990-24,0.581603851901046,1
1990-26,0.5424836601307189,1
1990-28,0.4857142857142857,24
1990-35,1.0,1
1990-37,0.5309684684684686,1
1990-38,0.5773490532332975,1
1990-39,0.5058823529411766,1
1990-41,0.5300878972278567,1
1990-44,0.4626865671641791,1
1990-47,0.7025397940074907,24
1990-48,0.45787545787545786,1
1990-50,0.6062884483937115,1
1990-51,0.551640536609019,1
1990-52,0.46511627906976744,24
1991-3,0.4576271186440678,1
1991-4,0.4,1
1991-6,0.4523809523809524,1
1991-7,0.469964664310954,1
1991-8,0.5195195195195196,1
1991-10,0.6685906685906686,1
1991-11,0.46176870748299315,1
1991-12,0.9394939493949395,24
1991-15,0.5115995115995117,1
1991-16,0.465,1
1991-17,0.47394464202876146,1
1991-19,0.60609243697479,24
1991-20,0.46113989637305697,1
1991-22,0.543177129384026,1
1991-24,0.4727272727272727,1
1991-25,0.455,1
1991-26,0.5626721763085399,1
1991-27,0.4782608695652174,1
1991-37,0.5267857142857143,1
1991-38,0.6193301435406698,1
1991-39,0.6051282051282052,1
1991-41,0.4782608695652174,1
1991-43,0.73,1
1991-44,0.6461973278520041,1
1991-46,0.49559082892416223,1
1991-47,0.7088399189463019,24
1991-48,0.5151162790697675,1
1991-50,0.5413748378728923,1
1991-51,0.7022222222222222,1
