,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,44,153,93.0,110,738,748,485,145,667,749,428,710,1171,789,465,625,530,276,568,459,335,283.0,198,214,277,191,303,129,278,190,215.0,383,280,284,194,400,145,59,355,212,114.0
6,80,61,12.0,45,973,799,1201,171,374,786,360,624,417,673,319,777,783,255,285,231,642,135.0,122,442,1037,774,953,1023,900,493,1003.0,927,774,633,611,594,652,243,285,504,101.0
9,78,131,107.0,37,1111,370,707,532,454,785,589,564,674,958,521,830,1368,385,745,520,364,146.0,530,714,552,285,548,426,440,246,537.0,446,522,735,904,591,485,184,423,510,93.0
11,272,416,145.0,150,974,1721,1108,550,1002,1786,894,1192,1365,1783,1317,2238,1262,692,1167,997,457,230.0,624,811,836,500,491,513,625,309,531.0,361,517,504,620,568,511,182,455,440,96.0
12,6,193,,1,20,287,152,47,76,62,76,104,233,28,15,85,111,96,317,184,19,,41,43,95,13,6,7,12,18,,34,5,23,77,89,52,16,136,127,
13,20,96,169.0,64,989,1336,444,91,375,582,404,771,971,637,633,612,524,275,508,289,400,240.0,320,427,452,294,229,224,461,205,162.0,403,298,445,750,401,348,177,164,146,63.0
14,1574,2267,1071.0,927,6558,5646,4984,2961,4447,5050,2115,4696,4188,5237,4050,5845,4480,3930,6210,7511,8253,5017.0,8367,7799,10139,4591,6799,7131,6125,4540,6599.0,6279,4855,7165,7506,6808,5570,1964,5248,6132,2282.0
