,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,XIII
1,0.026500677924318993,0.0348847102867353,0.02307661911724029,0.032550112032943744,0.0273417319079601,0.04619456251503729,0.0274924034148459,0.019926556406387883,0.02338940019041574,0.018391660461653015,0.015855039637599093,0.013919339213786774,0.009561752988047808
2,0.007518796992481203,0.003431747922516237,0.0030031216659422294,0.0032095924423181737,0.0032190120414894883,0.0034752853743951666,0.0036174215019534077,0.003615246662301802,0.003776578863852745,0.002903946388682055,0.004530011325028313,0.003212155203181563,0.002390438247011952
3,0.04412671021816837,0.03131115459882583,0.028648200102738372,0.02292133470598922,0.030282557723641856,0.044563851685513405,0.04615829836492548,0.031170827521421047,0.028784512853062518,0.019558203028046662,0.01698754246885617,0.020241676439096516,0.023107569721115537
4,0.02662393689140885,0.023455004396040726,0.021456514007981983,0.02755404832556168,0.028772403926399872,0.03488651856604379,0.028240003858582937,0.021179082809075125,0.014852427800698191,0.014445271779597915,0.027180067950169876,0.016672615102228113,0.022310756972111555
5,0.03217059041045236,0.02924076122408463,0.024380606156399417,0.02143765518076667,0.018360290903310417,0.02274975272007913,0.019317030820431198,0.02177687950126676,0.016978736908917803,0.013899230578307272,0.006795016987542469,0.019170958038035996,0.02549800796812749
6,0.011586342906446443,0.009501120281346606,0.00825858458134113,0.00929570641312905,0.0107697810276994,0.010024861656909134,0.01020112863550861,0.010418742349625665,0.008981275785464931,0.008190618019359643,0.007927519818799546,0.011522969459032275,0.0199203187250996
7,0.004930358683594232,0.005133441107235032,0.003082151183467025,0.00293707987646097,0.0026228987004729165,0.0028069612639345575,0.0030868663483335744,0.004099177317885508,0.002951443986036179,0.002879126334077935,0.004530011325028313,0.002243409983174425,0.004780876494023904
8,0.021693578207814618,0.02084574151280524,0.020982336902833208,0.02177072609459214,0.024997019433294916,0.023658673510305556,0.02510490522355665,0.03279341854308406,0.01659790542684862,0.021990568379250435,0.02944507361268403,0.024983429358078825,0.04701195219123506
9,0.1405152224824356,0.22150372954422984,0.2651045165369265,0.27641857930115665,0.25132138457258674,0.18440398855829124,0.23481888776346888,0.2678983176293091,0.31152015233259284,0.30240754529659963,0.43148357870894677,0.3060215163412023,0.3243027888446215
10,0.07333908541846419,0.06914546640574037,0.08317856719484727,0.06776479137649125,0.06938759289432897,0.07851471649691234,0.0798967829064776,0.07375672521278716,0.06397968898762298,0.07346736162819559,0.03284258210645526,0.06108193545097639,0.04780876494023904
11,0.02859608036484654,0.021384611021299526,0.021535543525506778,0.01965118391570278,0.02193697094940985,0.022241826396129066,0.021656296725027734,0.02348487005038572,0.024341478895588704,0.02469595433109953,0.027180067950169876,0.020343649620149902,0.026294820717131476
12,0.04881055096758289,0.04086899798632973,0.04303157229225116,0.045872948585962574,0.05070937487580972,0.04723714812735584,0.034823710992138136,0.05106891741865695,0.044271659790542685,0.030553487217671878,0.04756511891279728,0.0460918778361291,0.04780876494023904
