,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0.023625843780135006,0.035240963855421685,0.020663744520976832,0.012583271650629163,0.028938640132669984,0.03404218830389299,0.04617140485577921,0.02823884457857297,0.026408680873316773,0.020696517412935322,0.017737485218762318,0.042267473858007706,0.03349231584525702,0.027835440649179092,0.027246528687450876,0.030430220356768102,0.021411243539711,0.04629319020462932,0.045347003154574135,0.04452351187614194,0.048307410795974386,0.036947791164658635,0.030816054784097394,0.021745064143390048,0.025187449952682538,0.022003813994425702,0.020918742773047408,0.018864013266998342,0.018540999889636905,0.0248015873015873,0.0234989759620567,0.02450110864745011,0.0206794682422452,0.018246083301490256,0.018824971543647668,0.01732453981691111,0.0192497532082922,0.012288276320159415,0.014417300760913096,0.01460727969348659,0.011038289065194894
2,0.009643201542912247,0.004819277108433735,0.010644959298685034,0.007401924500370096,0.0038971807628524046,0.0028297033098953865,0.0033201909109773814,0.0032334554860961413,0.002614720878546215,0.0027860696517412937,0.003941663381947182,0.002971931755641167,0.003391626921038686,0.003491224759388564,0.003274823159549384,0.003235396991955229,0.0030587490771015716,0.0030191211003019122,0.004238958990536277,0.00317338205596692,0.003293687099725526,0.004016064257028112,0.0039946737683089215,0.0028204894914020564,0.0037853971027152944,0.004107378612292797,0.00430989172711027,0.0036276948590381426,0.0025383511753669574,0.00496031746031746,0.0032338040314756926,0.004101995565410199,0.003088492010205452,0.0033435231180741305,0.0024516242010331844,0.0028546116743773994,0.0029615004935834156,0.004317502490866822,0.0032038446135362435,0.0031130268199233715,0.002414625733011383
3,0.0467695274831244,0.0427710843373494,0.042579837194740136,0.04145077720207254,0.03333333333333333,0.030612244897959183,0.029362938368956214,0.030610045268376806,0.02941560988364492,0.028557213930348258,0.026606227828143477,0.02201430930104568,0.022363540010598836,0.02368371390828458,0.027639507466596804,0.032004197271773345,0.028583482754983652,0.029855753102985574,0.04051656151419558,0.048370035580344264,0.052607502287282705,0.05831325301204819,0.04146851816625452,0.04421799654262579,0.045715949625100095,0.033445797271527064,0.03006412277935457,0.03399668325041459,0.02792186292903653,0.03125,0.0319068664438935,0.027827050997782706,0.02390224251376393,0.021398547955674436,0.018562297522108397,0.01752140958755783,0.02085389930898322,0.012952507472600464,0.01989053530903751,0.022270114942528736,0.023456364263539153
4,0.02892960462873674,0.023795180722891565,0.029430181590482152,0.026646928201332347,0.022388059701492536,0.024524095352426684,0.023241336376841667,0.02198749730545376,0.021832919335860897,0.019402985074626865,0.025423728813559324,0.02487616951018162,0.02776894541600424,0.029439516889979242,0.030128373067854337,0.028681357117873382,0.028056112224448898,0.038409929553840996,0.03341876971608833,0.032983940763534954,0.03604757548032937,0.03614457831325301,0.030055164542514744,0.02629424074242562,0.024677877265778553,0.024644271673756785,0.021339220014716703,0.019796849087893864,0.020196446308354488,0.012566137566137565,0.017893715640832166,0.012860310421286032,0.015442460051027259,0.013756209400076424,0.014797303213378863,0.015552711881090659,0.01332675222112537,0.01959481899701096,0.016019223067681217,0.016522988505747127,0.02138668506381511
5,0.026036644165863067,0.03313253012048193,0.03506574827802129,0.03923019985196151,0.03067993366500829,0.03275595952666781,0.0242788960365221,0.02112524250916146,0.026016472741534843,0.02427860696517413,0.023058730784391013,0.023665382498624106,0.021303656597774244,0.019626344593319495,0.022792769190463715,0.01818817768450507,0.016348486446577364,0.027675276752767528,0.021391955835962144,0.02009808635445716,0.023879231473010062,0.022329317269076304,0.017976031957390146,0.01646801928850878,0.02125646065370896,0.03359248936482324,0.02407232208556712,0.01824212271973466,0.014347202295552367,0.01984126984126984,0.018324889511695593,0.015631929046563194,0.014099637437894455,0.016144440198700802,0.013659049120042028,0.012501230436066543,0.01332675222112537,0.015941547658585187,0.01815511947670538,0.020234674329501916,0.02104173853052777
6,0.012054001928640309,0.012349397590361445,0.00939261114589856,0.011102886750555145,0.009286898839137645,0.0095180929514663,0.0098568167669641,0.007975856865703816,0.006013858020656295,0.009850746268656717,0.009065825778478517,0.010676940011007155,0.00805511393746688,0.009341385167012644,0.00995546240503013,0.010230849947534103,0.011074781141229829,0.009896008050989601,0.011041009463722398,0.006923742667564189,0.012351326623970723,0.010763052208835342,0.010747574662354955,0.009826221453916841,0.009827473247433938,0.01114859909050902,0.00914538000630716,0.010675787728026534,0.010815583268954862,0.00958994708994709,0.007868923143257519,0.008758314855875832,0.01060829864374916,0.007642338555598013,0.009894054811312494,0.008268530367162122,0.006169792694965449,0.010959814015277316,0.012014417300760914,0.010057471264367816,0.017592273197654364
7,0.0048216007714561235,0.0051204819277108436,0.004383218534752661,0.0044411547002220575,0.0041459369817578775,0.004716172183158978,0.007159161651794978,0.002371200689803837,0.003137665054255458,0.003681592039800995,0.0027591643673630273,0.003082003302146395,0.002755696873343932,0.0028307227778826194,0.002881844380403458,0.003322840153899965,0.0018985339099251133,0.0033545790003354577,0.002168769716088328,0.00317338205596692,0.0027447392497712718,0.0036947791164658635,0.0029484496861327753,0.0030024565553634793,0.002911843925165611,0.005280915358662168,0.003679175864606328,0.003316749585406302,0.004635249972409226,0.002976190476190476,0.002802630160612267,0.003215077605321508,0.0026856452262656104,0.0026748184944593045,0.0031520882584712374,0.0026577419037306822,0.0030848963474827246,0.0019926934573231483,0.001735415832332132,0.002514367816091954,0.004829251466022766
8,0.027965284474445518,0.018373493975903616,0.022542266750156543,0.01998519615099926,0.022222222222222223,0.018778940147487565,0.020647437227640588,0.01940073291657685,0.021440711204078963,0.020895522388059702,0.02384706346078045,0.02179416620803522,0.01971383147853736,0.02358935648235516,0.022792769190463715,0.025183630640083946,0.025102837253454278,0.01861791345186179,0.02641955835962145,0.025290893355130302,0.022049405306495882,0.02714859437751004,0.022351150846490395,0.026567191338367754,0.025187449952682538,0.02728472935308787,0.03195627036686639,0.03658789386401327,0.03332965456351396,0.02066798941798942,0.01746254176996874,0.01607538802660754,0.013965355176581174,0.01996560947649981,0.022940197881096226,0.02106506545919874,0.024555774925962486,0.030222517436067752,0.02723267921505807,0.022629310344827586,0.03139013452914798
9,0.12680810028929604,0.15271084337349397,0.14965560425798372,0.1376757957068838,0.21185737976782754,0.22045961241639514,0.22556547001452584,0.25565854710066827,0.2442149300562165,0.26805970149253733,0.30705557745368545,0.25866813428728674,0.2835188129305776,0.2804302698622382,0.2663086193345559,0.24282966072053166,0.26305242063073514,0.1912110030191211,0.1815851735015773,0.181844408116165,0.18472095150960657,0.203855421686747,0.21304926764314247,0.26030388499681556,0.24517725849894445,0.25011001906997216,0.2563859981078524,0.2669983416252073,0.294448736342567,0.26703042328042326,0.2851137221084402,0.32006651884700665,0.36954478313414796,0.2910775697363393,0.3128447596532703,0.31125110739245987,0.2908440276406713,0.3500498173364331,0.31531170738219194,0.289272030651341,0.33045877888927216
10,0.08534233365477338,0.06475903614457831,0.07576706324358172,0.06365655070318282,0.0632669983416252,0.0744297719087635,0.07511931936086325,0.06790256520801898,0.08432474833311544,0.09174129353233831,0.06523452897122586,0.07231700605393505,0.06412294647588765,0.0667107001321004,0.06942625098244695,0.07117873382301504,0.06739795380234152,0.07044615900704461,0.07807570977917981,0.08904702375228388,0.07301006404391583,0.0806425702811245,0.08151036712954156,0.0799745246110454,0.07854698988134236,0.06733167082294264,0.06496373383790602,0.08001658374792703,0.08089614832799912,0.06927910052910052,0.06920340627357982,0.06951219512195123,0.04579025110782865,0.08186855177684371,0.07127221784432186,0.06792007087311744,0.07342053307008885,0.04716041182331451,0.06501134694967294,0.06285919540229885,0.04587788892721628
11,0.029411764705882353,0.028313253012048192,0.024420788979336257,0.03478904515173945,0.022885572139303482,0.020579660435602814,0.020854949159576676,0.018107350722138392,0.02209439142371552,0.02109452736318408,0.023058730784391013,0.0186020913593836,0.018441971383147855,0.021702207963766748,0.020303903589206182,0.02159846100034977,0.022044088176352707,0.021133847702113386,0.02030757097791798,0.02221367439176844,0.02534309240622141,0.02457831325301205,0.023207152368270877,0.021199162951505778,0.019436558200480455,0.02757811353968021,0.026595185535582887,0.020522388059701493,0.01997572011919214,0.02628968253968254,0.02436132370378355,0.02328159645232816,0.024842218342956895,0.02483760030569354,0.024516242010331844,0.025100895757456443,0.023815399802566632,0.020923281301893058,0.020691496462421573,0.0210727969348659,0.02138668506381511
12,0.048698167791706846,0.048493975903614456,0.049467752035065746,0.04441154700222058,0.03980099502487562,0.03927285199794203,0.041917410251089436,0.045268376805345976,0.041704798012812135,0.0454726368159204,0.041978715017737485,0.04127682993946065,0.049390567037625864,0.04783921494621627,0.04558553838092743,0.0484435117173837,0.054635586963400484,0.05015095605501509,0.05155757097791798,0.04567746898740264,0.04364135407136322,0.033734939759036145,0.03794940079893475,0.03284505504503685,0.03428696221882507,0.0491418512542174,0.04814464417113424,0.052964344941956884,0.05374682706103079,0.050595238095238096,0.04548884337609141,0.042461197339246116,0.039613267087417754,0.030282766526557127,0.03309692671394799,0.03238507727138498,0.024925962487660415,0.037529060112919295,0.04458683753837939,0.048730842911877396,0.05243187305967575
